tstm,aX,aY,aZ,meanX,meanY,meanZ,stdX,stdY,stdZ,meanDiffX,meanDiffY,meanDiffZ,stdDiffX,stdDiffY,stdDiffZ
1922513,4183,634,7554,855.343,41.729,7840.329,1756.755,903.815,1438.687,389.428,209.857,-49.570,445.477,-30.535,3.975
1922613,613,805,7118,863.143,56.443,7825.286,1754.448,907.729,1440.655,78.000,147.143,-150.430,-23.068,39.136,19.677
1922713,533,1250,8258,906.671,68.771,7878.686,1707.284,917.938,1385.366,435.286,123.286,533.999,-471.635,102.090,-552.888
1922813,1643,924,7953,906.871,85.443,7895.857,1707.370,922.709,1378.715,2.000,166.714,171.714,0.853,47.712,-66.506
1922913,1022,1225,7665,945.386,91.657,7857.786,1678.887,928.877,1347.414,385.143,62.143,-380.713,-284.825,61.684,-313.014
1923013,840,1475,8240,944.214,124.257,7859.714,1678.932,936.777,1347.863,-11.714,326.000,19.287,0.444,78.997,4.492
1923113,659,1331,7253,985.057,144.600,7859.271,1636.177,947.241,1348.057,408.428,203.429,-4.429,-427.546,104.644,1.941
1923213,-44,1629,7586,970.357,170.771,7885.300,1640.728,962.462,1324.738,-147.000,261.714,260.283,45.508,152.206,-233.192
1923313,685,1568,6994,986.743,181.586,7875.771,1632.045,973.781,1328.710,163.857,108.143,-95.283,-86.823,113.192,39.719
1923413,571,1217,8825,1003.014,156.100,7853.286,1622.111,921.606,1298.801,162.714,-254.857,-224.858,-99.341,-521.754,-299.091
1923513,-419,1895,8161,997.129,168.257,7861.600,1626.507,938.692,1298.881,-58.857,121.571,83.145,43.958,170.868,0.804
1923613,536,1248,8075,1015.657,182.357,7866.400,1613.710,947.352,1299.040,185.286,141.000,47.998,-127.966,86.600,1.587
1923713,-314,1666,7933,1019.843,169.471,7869.100,1609.871,920.572,1298.979,41.857,-128.857,27.002,-38.390,-267.808,-0.605
1923813,-1039,1787,8438,1008.129,186.443,7887.486,1621.783,939.098,1297.793,-117.142,169.714,183.857,119.115,185.267,-11.865
1923913,74,1998,8454,1008.243,215.014,7904.600,1621.717,963.049,1297.251,1.143,285.714,171.143,-0.663,239.510,-5.414
1924013,-5,1340,8117,1001.800,237.800,7897.086,1624.831,970.499,1294.473,-64.429,227.857,-75.142,31.139,74.500,-27.784
1924113,-209,1797,7449,1034.857,273.071,7909.443,1575.575,981.596,1285.980,330.572,352.714,123.569,-492.559,110.963,-84.930
1924213,-392,1678,8759,988.371,305.900,7921.743,1568.970,989.574,1289.923,-464.858,328.286,122.998,-66.046,79.781,39.432
1924313,-736,1532,7851,1011.357,322.329,7921.314,1531.301,1000.190,1289.942,229.857,164.286,-4.282,-376.688,106.160,0.184
1924413,-1000,1932,7410,1005.700,337.871,7900.986,1537.975,1016.496,1286.622,-56.571,155.428,-203.286,66.741,163.066,-33.193
1924513,-253,1880,7441,988.100,353.586,7847.786,1545.213,1031.600,1226.129,-176.000,157.143,-532.002,72.373,151.040,-604.932
1924613,-1201,1183,7939,937.914,373.300,7830.271,1558.391,1034.073,1215.902,-501.857,197.143,-175.142,131.786,24.729,-102.267
1924713,204,1216,8383,984.357,387.829,7852.986,1485.689,1038.656,1211.155,464.428,145.286,227.144,-727.026,45.831,-47.474
1924813,-821,1926,8761,952.586,410.671,7885.343,1500.106,1054.529,1204.708,-317.714,228.428,323.569,144.177,158.729,-64.468
1924913,-264,2021,7142,966.200,431.671,7886.943,1484.599,1071.613,1203.645,136.143,210.000,16.001,-155.077,170.839,-10.635
1925013,-234,1598,7885,968.071,460.029,7935.857,1483.001,1075.830,1130.795,18.714,283.571,489.141,-15.974,42.164,-728.502
1925113,-250,1342,7745,931.500,503.271,7917.429,1481.022,1049.248,1123.218,-365.714,432.429,-184.282,-19.795,-265.817,-75.767
1925213,-582,888,7459,942.457,525.886,7926.686,1466.879,1040.198,1116.712,109.572,226.143,92.568,-141.428,-90.498,-65.056
1925313,-1248,1532,8540,899.657,555.557,7916.043,1486.330,1038.850,1107.226,-428.000,296.714,-106.426,194.512,-13.478,-94.863
1925413,-1093,1396,7350,892.743,570.714,7903.628,1494.435,1043.253,1108.630,-69.143,151.572,-124.146,81.053,44.022,14.045
1925513,66,1221,8268,882.014,603.571,7920.471,1497.633,1026.868,1105.077,-107.286,328.571,168.428,31.978,-163.845,-35.537
1925613,-1443,1702,7209,886.686,630.029,7940.600,1489.843,1030.962,1078.789,46.714,264.572,201.289,-77.898,40.935,-262.877
1925713,-205,1075,8206,857.157,660.886,7917.829,1490.704,1011.306,1055.880,-295.286,308.572,-227.715,8.605,-196.558,-229.089
1925813,-515,741,8016,876.514,655.900,7902.614,1463.719,1010.037,1046.643,193.571,-49.857,-152.144,-269.852,-12.683,-92.375
1925913,-926,1082,8033,811.571,681.314,7930.743,1441.230,997.986,1023.044,-649.429,254.142,281.284,-224.882,-120.516,-235.982
1926013,-569,1262,8686,786.943,695.029,7960.128,1449.856,999.274,1014.740,-246.285,137.143,293.857,86.252,12.883,-83.044
1926113,35,1141,7908,781.400,714.757,7950.643,1451.977,994.239,1012.076,-55.428,197.286,-94.854,21.212,-50.352,-26.640
1926213,-813,1419,8452,751.729,751.686,7948.300,1462.992,971.443,1010.722,-296.714,369.286,-23.433,110.148,-227.963,-13.540
1926313,-529,1128,7768,745.414,771.371,7917.429,1467.545,964.885,982.357,-63.143,196.857,-308.711,45.530,-65.579,-283.652
1926413,-600,1620,8248,731.486,801.900,7917.329,1475.599,957.416,982.323,-139.286,305.286,-1.001,80.544,-74.687,-0.341
1926513,384,981,7412,726.686,815.400,7928.628,1476.175,953.175,971.839,-48.000,135.000,112.998,5.759,-42.415,-104.833
1926613,601,756,7665,701.814,828.429,7963.543,1463.361,946.014,916.249,-248.715,130.286,349.146,-128.142,-71.607,-555.898
1926713,-560,1274,9120,665.829,846.957,7992.571,1462.975,941.849,920.231,-359.857,185.286,290.283,-3.856,-41.653,39.816
1926813,945,857,6476,668.257,860.129,7986.900,1463.295,935.428,928.301,24.286,131.714,-56.714,3.201,-64.203,80.704
1926913,-368,1268,7730,631.386,889.600,7997.029,1456.408,915.095,921.551,-368.714,294.714,101.289,-68.868,-203.333,-67.506
1927013,434,437,9181,605.400,905.157,8006.543,1443.413,897.849,930.246,-259.857,155.572,95.142,-129.956,-172.458,86.954
1927113,639,988,8569,592.671,930.614,8013.000,1439.125,874.264,932.556,-127.286,254.571,64.570,-42.874,-235.849,23.099
1927213,-1539,1010,8182,528.814,962.514,8006.914,1433.111,834.956,930.040,-638.572,319.000,-60.859,-60.140,-393.077,-25.159
1927313,42,759,8022,498.500,984.729,7991.600,1420.591,808.130,920.794,-303.143,222.143,-153.140,-125.209,-268.265,-92.464
1927413,572,446,9248,468.914,1009.814,8022.686,1396.990,762.473,925.940,-295.857,250.857,310.854,-236.010,-456.568,51.461
1927513,658,1151,8277,447.114,1043.686,7994.628,1381.881,713.774,887.244,-218.000,338.714,-280.571,-151.088,-486.993,-386.956
1927613,-597,1084,5392,447.171,1067.257,7967.929,1381.838,686.968,935.718,0.571,235.715,-266.997,-0.433,-268.057,484.734
1927713,708,1267,8576,413.357,1090.829,7962.829,1345.605,664.751,931.407,-338.143,235.714,-51.001,-362.322,-222.176,-43.111
1927813,97,127,7897,387.371,1054.500,7956.929,1333.848,646.698,930.497,-259.857,-363.286,-58.999,-117.571,-180.522,-9.100
1927913,-435,988,8805,346.457,1065.857,7978.114,1314.379,638.397,932.679,-409.143,113.572,211.855,-194.690,-83.015,21.827
1928013,-777,1261,6822,305.886,1089.514,7961.686,1304.563,614.042,942.717,-405.714,236.571,-164.287,-98.164,-243.547,100.374
1928113,-20,641,6255,276.557,1095.500,7944.186,1288.382,607.564,962.655,-293.286,59.857,-175.000,-161.808,-64.779,199.384
1928213,-585,1510,9216,208.271,1115.200,7950.271,1202.715,598.257,969.307,-682.857,197.000,60.859,-856.669,-93.072,66.514
1928313,748,313,8380,198.843,1123.057,7957.800,1195.840,583.886,970.568,-94.286,78.572,75.283,-68.750,-143.716,12.610
1928413,-944,1059,6900,171.386,1145.586,7956.600,1199.694,549.546,971.822,-274.571,225.286,-11.997,38.539,-343.394,12.543
1928513,-278,1169,8244,190.029,1140.371,7932.557,1182.300,547.564,943.173,186.429,-52.142,-240.430,-173.938,-19.820,-286.486
1928613,-382,616,7287,156.571,1132.486,7857.586,1164.747,551.073,766.356,-334.571,-78.857,-749.712,-175.536,35.088,-1768.171
1928713,-946,793,8214,89.857,1141.871,7876.043,1089.836,539.495,759.125,-667.143,93.857,184.570,-749.105,-115.785,-72.308
1928813,-499,713,7310,20.900,1171.771,7884.000,965.061,449.370,750.178,-689.571,299.000,79.570,-1247.748,-901.248,-89.470
1928913,-209,458,7683,8.514,1163.229,7883.929,962.365,457.107,750.197,-123.857,-85.430,-0.713,-26.965,77.373,0.190
1929013,-819,838,8242,-9.214,1156.100,7895.929,966.008,458.231,749.110,-177.286,-71.285,120.000,36.436,11.241,-10.875
1929113,1529,348,8405,-32.271,1157.300,7903.757,908.016,455.998,751.522,-230.571,12.001,78.286,-579.926,-22.332,24.119
1929213,-1094,1232,7657,-74.814,1168.214,7881.957,886.751,448.449,736.072,-425.429,109.142,-218.003,-212.643,-75.484,-154.501
1929313,-950,971,6523,-113.600,1178.871,7890.429,864.529,434.557,716.716,-387.857,106.572,84.717,-222.228,-138.926,-193.558
1929413,547,370,8669,-101.971,1171.271,7912.729,867.855,443.885,716.309,116.286,-76.000,222.998,33.267,93.277,-4.070
1929513,-913,632,9835,-174.771,1171.243,7945.314,703.541,443.919,750.324,-728.000,-0.287,325.859,-1643.143,0.346,340.149
1929613,545,348,7490,-175.743,1164.714,7950.628,702.499,452.534,745.749,-9.714,-65.286,53.140,-10.422,86.151,-45.750
1929713,-521,650,8957,-190.800,1156.143,7960.614,698.430,456.503,754.427,-150.571,-85.714,99.858,-40.685,39.684,86.783
1929813,215,224,8272,-211.200,1146.143,7965.171,664.606,468.975,755.330,-204.000,-100.000,45.571,-338.246,124.723,9.032
1929913,-1073,1020,8586,-241.129,1143.214,7978.329,655.507,469.113,758.004,-299.286,-29.286,131.572,-90.986,1.385,26.734
1930013,508,116,7096,-245.871,1123.800,7961.986,648.835,482.899,764.490,-47.429,-194.142,-163.428,-66.725,137.859,64.869
1930113,224,453,7132,-252.086,1111.257,7960.257,642.188,488.722,766.226,-62.143,-125.428,-17.285,-66.471,58.228,17.360
1930213,-221,-129,6327,-254.614,1086.143,7942.271,641.711,506.324,789.231,-25.286,-251.144,-179.858,-4.761,176.019,230.048
1930313,-394,328,7029,-270.029,1068.429,7942.771,631.839,510.827,788.641,-154.143,-177.142,5.000,-98.721,45.031,-5.900
1930413,-61,-1150,7961,-279.057,1034.614,7930.429,624.227,574.275,781.466,-90.286,-338.143,-123.428,-76.127,634.478,-71.757
1930513,-301,-130,8871,-277.371,1005.686,7940.571,624.006,581.168,788.964,16.857,-289.285,101.426,-2.209,68.926,74.985
1930613,48,250,8304,-284.343,991.429,7943.843,617.573,587.258,789.989,-69.714,-142.571,32.715,-64.332,60.901,10.247
1930713,-510,-7,6959,-287.143,967.529,7929.929,618.145,593.330,798.588,-28.000,-239.000,-139.141,5.722,60.724,85.994
1930813,-478,-132,7103,-279.129,940.114,7910.857,611.951,599.138,802.160,80.143,-274.143,-190.718,-61.941,58.082,35.717
1930913,62,4,8881,-279.300,911.629,7916.957,611.853,595.556,807.870,-1.714,-284.857,61.001,-0.974,-35.827,57.104
1931013,790,-122,8896,-267.943,890.743,7928.086,624.095,605.716,815.875,113.571,-208.857,111.289,122.421,101.601,80.047
1931113,-739,106,7433,-275.514,866.586,7927.857,626.545,602.804,816.011,-75.714,-241.572,-2.290,24.491,-29.118,1.364
1931213,779,-636,8828,-258.786,833.529,7928.843,638.725,620.587,817.056,167.286,-330.571,9.858,121.808,177.828,10.444
1931313,-1257,118,8403,-266.229,813.329,7936.729,647.222,620.536,818.928,-74.429,-202.000,78.857,84.965,-0.511,18.723
1931413,759,-511,8095,-241.100,778.429,7946.514,652.372,625.319,816.665,251.286,-349.000,97.856,51.497,47.833,-22.631
1931513,-484,451,7840,-244.400,758.014,7952.214,653.007,612.212,814.506,-33.000,-204.143,57.002,6.358,-131.070,-21.586
1931613,-679,340,7229,-236.943,745.971,7942.071,644.972,612.025,819.016,74.571,-120.428,-101.431,-80.356,-1.870,45.097
1931713,983,-346,8919,-225.814,723.657,7949.729,659.051,622.860,825.582,111.286,-223.143,76.572,140.792,108.351,65.657
1931813,-926,155,7782,-227.314,698.357,7935.743,660.522,609.330,819.994,-15.000,-253.000,-139.858,14.707,-135.306,-55.883
1931913,468,-178,7212,-216.857,666.943,7936.743,665.633,596.889,819.067,104.571,-314.142,10.000,51.111,-124.410,-9.265
1932013,601,57,9058,-204.929,644.929,7953.500,672.663,590.527,829.766,119.286,-220.143,167.573,70.306,-63.615,106.994
1932113,264,-69,8573,-197.586,624.771,7965.329,674.933,590.471,832.607,73.429,-201.572,118.286,22.695,-0.564,28.401
1932213,356,-100,7588,-184.186,610.657,7967.171,676.477,595.794,831.626,134.000,-141.143,18.428,15.446,53.236,-9.806
1932313,725,-139,8891,-156.000,586.786,7972.186,672.658,591.864,836.111,281.857,-238.715,50.142,-38.195,-39.307,44.849
1932413,-11,101,8218,-140.543,568.286,7984.586,663.316,586.495,833.223,154.571,-185.000,124.004,-93.421,-53.681,-28.878
1932513,1320,-259,8774,-122.629,547.143,7991.814,685.224,589.254,837.833,179.143,-211.428,72.285,219.080,27.590,46.095
1932613,-372,-189,7754,-107.329,520.129,7999.600,667.293,578.947,833.040,153.000,-270.143,77.856,-179.304,-103.074,-47.921
1932713,829,-786,7786,-92.557,493.543,7993.600,676.351,595.353,833.045,147.714,-265.858,-60.000,90.575,164.064,0.044
1932813,-1283,-1004,9579,-103.529,468.614,8015.929,689.221,620.473,854.029,-109.714,-249.286,223.286,128.702,251.199,209.838
1932913,1356,-2205,9149,-70.929,421.657,8031.872,703.371,692.477,864.550,326.000,-469.572,159.429,141.502,720.038,105.217
1933013,-825,-1061,9357,-74.586,388.471,8041.457,706.610,706.922,875.402,-36.571,-331.857,95.854,32.383,144.451,108.513
1933113,-175,-1780,7837,-77.586,346.743,8040.443,706.584,746.380,875.597,-30.000,-417.286,-10.142,-0.259,394.578,1.953
1933213,-1364,-1516,9942,-85.457,304.814,8061.729,717.714,767.117,903.024,-78.714,-419.286,212.856,111.301,207.373,274.275
1933313,210,-1312,7605,-74.900,269.957,8059.400,716.546,784.167,903.988,105.571,-348.571,-23.286,-11.676,170.495,9.641
1933413,-647,-900,7640,-75.571,233.957,8050.714,717.060,779.191,905.055,-6.714,-360.000,-86.855,5.135,-49.759,10.665
1933513,916,-1499,7555,-67.971,198.529,8052.757,724.669,800.508,903.771,76.000,-354.286,20.430,76.096,213.169,-12.836
1933613,-947,-1179,8154,-90.086,170.886,8059.743,727.531,814.075,902.636,-221.143,-276.429,69.854,28.619,135.668,-11.350
1933713,315,-2129,9352,-77.586,122.271,8063.057,726.867,847.664,906.939,125.000,-486.143,33.145,-6.647,335.894,43.027
1933813,-838,-1385,7616,-103.057,90.243,8079.343,721.809,861.540,888.339,-254.714,-320.286,162.856,-50.575,138.763,-186.002
1933913,385,-2128,9925,-92.300,41.729,8110.700,723.390,889.031,913.829,107.571,-485.143,313.574,15.807,274.910,254.899
1934013,-2171,-484,7798,-129.514,28.571,8090.943,761.367,889.899,905.386,-372.143,-131.571,-197.573,379.770,8.676,-84.424
1934113,1252,-1408,7297,-120.757,-5.657,8072.771,773.583,898.376,908.369,87.571,-342.286,-181.714,122.163,84.775,29.827
1934213,96,-1589,8091,-97.400,-42.786,8071.471,754.865,909.274,908.277,233.571,-371.286,-13.003,-187.176,108.975,-0.922
1934313,-534,-1365,8511,-105.629,-73.129,8078.457,756.439,917.415,909.749,-82.286,-303.429,69.858,15.734,81.408,14.719
1934413,72,-1386,7832,-112.771,-99.300,8058.229,752.356,928.298,899.200,-71.429,-261.714,-202.285,-40.828,108.837,-105.485
1934513,120,-1579,7456,-120.457,-138.300,8046.500,747.173,932.289,901.621,-76.857,-390.000,-117.285,-51.829,39.911,24.211
1934613,-114,-1572,7232,-113.557,-176.243,8072.786,744.968,935.813,849.144,69.000,-379.429,262.856,-22.056,35.231,-524.778
1934713,-10,-1705,7426,-123.814,-218.700,8056.357,738.500,936.789,850.373,-102.571,-424.571,-164.287,-64.675,9.763,12.291
1934813,653,-2086,8628,-115.871,-250.314,8066.800,743.803,961.602,852.836,79.429,-316.143,104.429,53.031,248.130,24.637
1934913,14,-2298,8427,-109.457,-297.257,8061.400,742.959,980.035,849.335,64.143,-469.429,-53.999,-8.442,184.332,-35.018
1935013,-285,-1944,7088,-102.429,-343.043,8065.200,738.927,981.032,844.362,70.286,-457.857,38.003,-40.320,9.968,-49.731
1935113,121,-2022,8371,-100.414,-381.086,8095.429,739.341,993.687,816.429,20.143,-380.429,302.285,4.140,126.547,-279.322
1935213,-314,-1162,8866,-96.543,-419.257,8090.429,737.501,971.380,810.602,38.714,-381.714,-50.000,-18.403,-223.065,-58.270
1935313,-262,-1078,8039,-110.971,-439.129,8085.557,730.685,970.424,809.872,-144.286,-198.714,-48.716,-68.156,-9.558,-7.306
1935413,-124,-1044,7775,-99.257,-469.171,8098.057,723.777,956.026,798.144,117.143,-300.428,125.000,-69.085,-143.986,-117.274
1935513,6,-1362,8085,-95.200,-505.329,8095.786,723.559,941.131,797.952,40.571,-361.572,-22.715,-2.173,-148.944,-1.922
1935613,-107,-1495,8500,-91.271,-535.486,8113.114,722.737,938.535,793.358,39.286,-301.571,173.286,-8.217,-25.962,-45.944
1935713,-278,-1145,8214,-81.729,-563.171,8113.114,715.765,927.457,793.358,95.429,-276.857,0.000,-69.722,-110.781,0.000
1935813,83,-1014,7615,-73.414,-587.843,8117.471,714.249,916.081,789.764,83.143,-246.714,43.569,-15.167,-113.755,-35.934
1935913,209,-1038,8260,-67.443,-609.214,8125.714,714.837,908.855,788.196,59.714,-213.715,82.432,5.886,-72.261,-15.681
1936013,196,-1030,8227,-52.943,-635.900,8125.500,709.721,893.261,788.167,145.000,-266.857,-2.144,-51.158,-155.946,-0.294
1936113,-543,-850,8104,-82.543,-653.014,8121.200,685.936,885.690,787.451,-296.000,-171.143,-42.998,-237.853,-75.706,-7.160
1936213,-54,-770,8164,-67.686,-681.614,8128.443,675.044,856.191,785.477,148.571,-286.000,72.427,-108.922,-294.987,-19.739
1936313,193,-932,8246,-51.357,-708.800,8153.057,667.284,833.189,761.410,163.286,-271.857,246.143,-77.604,-230.023,-240.670
1936413,48,-571,7787,-58.486,-722.243,8140.457,663.508,823.207,760.064,-71.286,-134.429,-126.001,-37.755,-99.827,-13.456
1936513,25,-772,8000,-45.086,-742.300,8114.243,655.539,806.909,732.306,134.000,-200.571,-262.144,-79.688,-162.974,-277.588
1936613,-172,-578,7561,-55.329,-755.529,8115.257,651.830,796.449,731.489,-102.429,-132.286,10.146,-37.092,-104.603,-8.166
1936713,-183,-684,8361,-50.500,-774.586,8106.743,649.611,778.344,725.083,48.286,-190.571,-85.146,-22.195,-181.051,-64.066
1936813,-121,-557,7917,-55.300,-785.743,8101.671,648.872,769.497,725.150,-48.000,-111.572,-50.713,-7.385,-88.469,0.678
1936913,-140,-506,7990,-41.971,-807.543,8093.157,637.310,739.045,722.909,133.286,-218.000,-85.142,-115.621,-304.523,-22.411
1937013,-91,-640,8143,-50.529,-818.343,8108.114,633.880,730.949,712.885,-85.571,-108.000,149.570,-34.297,-80.956,-100.243
1937113,-154,-569,8030,-55.929,-832.943,8120.943,633.128,715.452,703.218,-54.000,-146.000,128.286,-7.521,-154.972,-96.665
1937213,-64,-638,7912,-53.686,-840.214,8143.586,632.817,710.832,669.815,22.429,-72.714,226.431,-3.109,-46.197,-334.033
1937313,-49,-692,8246,-48.757,-854.786,8160.971,631.490,697.056,656.318,49.286,-145.714,173.853,-13.275,-137.758,-134.975
1937413,61,-13,8090,-47.014,-838.543,8162.814,631.622,703.208,655.934,17.429,162.429,18.433,1.321,61.519,-3.831
1937513,66,615,8400,-41.771,-827.900,8156.086,631.015,719.305,651.033,52.429,106.428,-67.285,-6.071,160.964,-49.017
1937613,-49,687,7860,-43.157,-821.657,8149.743,630.923,730.443,651.723,-13.857,62.429,-63.433,-0.922,111.382,6.906
1937713,51,679,7714,-35.143,-811.857,8160.529,628.500,745.748,638.031,80.143,98.000,107.861,-24.225,153.056,-136.918
1937813,-112,279,7912,-29.914,-805.986,8172.086,626.313,752.664,625.984,52.286,58.714,115.571,-21.874,69.155,-120.472
1937913,106,262,8433,-29.286,-802.300,8165.686,626.427,757.239,620.974,6.286,36.857,-64.004,1.140,45.751,-50.105
1938013,-56,383,8037,-41.371,-795.086,8153.414,618.616,766.040,614.878,-120.857,72.143,-122.715,-78.109,88.013,-60.957
1938113,42,543,7906,-30.214,-788.843,8160.171,612.950,775.086,609.499,111.571,62.429,67.573,-56.659,90.453,-53.787
1938213,-76,594,8225,-42.429,-771.271,8151.557,605.173,792.107,604.239,-122.143,175.714,-86.143,-77.773,170.212,-52.609
1938313,-32,233,8002,-24.929,-769.629,8145.829,587.244,794.066,603.728,175.000,16.428,-57.285,-179.290,19.595,-5.104
1938413,44,477,8167,-35.143,-755.514,8146.857,579.689,807.210,603.702,-102.143,141.143,10.283,-75.545,131.435,-0.261
1938513,9,539,7963,-28.100,-754.257,8148.614,577.182,809.154,602.985,70.429,12.571,17.573,-25.069,19.442,-7.172
1938613,71,338,7861,-17.386,-754.286,8157.643,571.938,809.115,593.809,107.143,-0.286,90.288,-52.448,-0.386,-91.753
1938713,-65,395,8083,-32.357,-743.700,8145.700,559.128,819.173,586.742,-149.714,105.857,-119.429,-128.097,100.572,-70.679
1938813,58,301,7822,-18.300,-741.614,8146.271,548.757,821.640,586.406,140.571,20.858,5.713,-103.707,24.676,-3.351
1938913,3,483,8096,-24.943,-732.171,8158.900,545.636,831.799,575.569,-66.429,94.428,126.284,-31.213,101.589,-108.373
1939013,-28,480,7873,-33.929,-726.129,8141.971,540.408,839.015,566.227,-89.857,60.428,-169.287,-52.280,72.164,-93.425
1939113,18,279,8116,-37.443,-721.157,8135.443,539.258,843.911,563.849,-35.143,49.714,-65.283,-11.502,48.956,-23.779
1939213,-35,516,7990,-43.029,-712.357,8141.186,537.174,853.500,560.280,-55.857,88.000,57.427,-20.833,95.886,-35.690
1939313,71,435,7764,-52.371,-704.157,8125.086,529.366,861.687,554.666,-93.429,82.000,-160.996,-78.086,81.872,-56.133
1939413,-42,428,8192,-52.814,-699.486,8124.714,529.344,866.910,554.613,-4.429,46.714,-3.716,-0.217,52.227,-0.536
1939513,15,413,8052,-71.457,-689.886,8114.400,502.991,875.413,549.128,-186.429,96.000,-103.145,-263.530,85.038,-54.843
1939613,11,338,8184,-65.986,-682.357,8120.543,501.774,881.931,547.465,54.714,75.286,61.431,-12.174,65.172,-16.635
1939713,-62,603,8116,-78.714,-662.514,8125.257,490.074,894.906,545.983,-127.286,198.428,47.144,-116.999,129.752,-14.823
1939813,-3,367,7982,-60.429,-642.929,8102.443,468.189,902.191,517.377,182.857,195.857,-228.145,-218.846,72.852,-286.059
1939913,-57,421,8212,-80.614,-605.414,8089.057,436.042,890.985,502.020,-201.857,375.143,-133.857,-321.469,-112.063,-153.566
1940013,-7,522,8037,-68.929,-582.800,8070.200,426.799,899.186,478.268,116.857,226.143,-188.569,-92.427,82.011,-237.519
1940113,31,348,7963,-65.986,-552.400,8072.000,426.768,894.155,477.624,29.429,304.000,17.998,-0.313,-50.312,-6.443
1940213,-76,526,8231,-47.586,-523.229,8047.557,397.146,895.550,421.821,184.000,291.714,-244.429,-296.223,13.959,-558.033
1940313,1,346,7884,-50.571,-499.543,8051.543,395.982,896.301,418.928,-29.857,236.857,39.858,-11.639,7.504,-28.923
1940413,21,401,8233,-41.029,-480.957,8060.014,389.490,901.279,416.509,95.429,185.857,84.712,-64.924,49.783,-24.190
1940513,28,448,7877,-53.714,-453.143,8064.614,372.189,899.473,412.667,-126.857,278.143,46.001,-173.002,-18.057,-38.424
1940613,95,273,7964,-38.829,-432.400,8061.900,356.679,899.238,412.695,148.857,207.429,-27.144,-155.105,-2.358,0.280
1940713,-18,442,8130,-43.586,-395.671,8044.443,354.140,881.522,382.494,-47.571,367.286,-174.570,-25.392,-177.157,-302.005
1940813,36,388,7916,-31.100,-370.343,8048.729,341.077,878.197,379.337,124.857,253.286,42.856,-130.622,-33.246,-31.568
1940913,-6,392,7878,-36.686,-334.343,8019.486,337.399,856.798,305.232,-55.857,360.000,-292.427,-36.784,-213.991,-741.051
1941013,-134,504,8164,-7.586,-320.229,8024.714,219.205,862.337,304.528,291.000,141.143,52.285,-1181.937,55.385,-7.048
1941113,44,348,7861,-24.843,-295.143,8032.771,158.512,855.845,292.386,-172.571,250.857,80.571,-606.931,-64.917,-121.412
1941213,-23,462,7978,-26.543,-265.843,8031.157,157.844,846.101,292.372,-17.000,293.000,-16.143,-6.684,-97.442,-0.141
1941313,45,455,8026,-18.271,-239.843,8024.229,145.742,839.865,286.609,82.714,260.000,-69.287,-121.022,-62.352,-57.634
1941413,83,320,7904,-18.114,-215.471,8025.257,145.845,830.958,286.046,1.571,243.714,10.288,1.031,-89.077,-5.630
1941513,-25,447,8217,-20.186,-186.529,8036.128,144.895,818.146,278.568,-20.714,289.429,108.711,-9.497,-128.121,-74.781
1941613,34,461,7903,-18.071,-157.486,8045.714,144.590,804.417,261.770,21.143,290.428,95.859,-3.049,-137.286,-167.973
1941713,4,404,8140,-17.871,-127.357,8055.914,144.611,785.157,251.118,2.000,301.286,101.997,0.207,-192.603,-106.522
1941813,-36,489,8287,-27.714,-90.571,8051.043,119.961,752.158,243.154,-98.429,367.857,-48.711,-246.502,-329.989,-79.638
1941913,-25,482,7953,-28.271,-50.857,8044.271,119.856,706.567,239.157,-5.571,397.143,-67.715,-1.045,-455.908,-39.969
1942013,-98,484,8183,-25.600,-16.171,8059.914,116.130,671.506,210.150,26.714,346.857,156.426,-37.258,-350.607,-290.078
1942113,-101,461,8037,-28.771,19.300,8055.143,115.110,628.839,206.797,-31.714,354.714,-47.710,-10.200,-426.670,-33.524
1942213,15,367,7991,-24.071,41.143,8042.643,109.970,613.803,182.414,47.000,218.429,-125.000,-51.401,-150.367,-243.831
1942313,-67,487,8187,-21.286,63.500,8044.757,106.317,601.000,183.216,27.857,223.571,21.143,-36.533,-128.028,8.015
1942413,68,409,8127,-18.543,84.257,8049.786,106.108,587.327,180.554,27.429,207.571,50.283,-2.088,-136.727,-26.616
1942513,72,366,7873,-17.600,108.943,8046.757,106.614,561.780,181.712,9.429,246.857,-30.283,5.059,-255.469,11.582
1942613,-16,442,8257,-16.300,136.614,8043.286,106.070,528.833,175.226,13.000,276.714,-34.717,-5.446,-329.475,-64.866
1942713,68,396,7926,-11.357,158.629,8039.171,101.732,506.632,174.549,49.429,220.143,-41.143,-43.373,-222.010,-6.768
1942813,69,369,8019,-11.557,178.386,8044.943,101.560,487.108,166.942,-2.000,197.571,57.715,-1.721,-195.240,-76.072
1942913,-16,430,8061,-14.771,199.357,8042.100,98.028,465.405,164.938,-32.143,209.714,-28.428,-35.322,-217.030,-20.040
1943013,41,336,8003,-16.986,218.871,8038.900,94.944,441.472,163.486,-22.143,195.143,-32.002,-30.839,-239.331,-14.518
1943113,50,346,7962,-8.514,235.957,8036.872,71.091,422.510,163.546,84.714,170.857,-20.283,-238.527,-189.613,0.606
1943213,-66,453,8061,-8.686,253.429,8035.400,71.215,405.495,162.858,-1.714,174.714,-14.717,1.238,-170.153,-6.885
1943313,35,339,7967,-10.943,271.586,8031.414,67.176,379.640,161.059,-22.571,181.572,-39.858,-40.388,-258.553,-17.988
