-- BIOS V2.0 --
-- Compiled: May 30 2019 08:16:15 --
tstm,aX,aY,aZ,meanX,meanY,meanZ,stdX,stdY,stdZ,meanDiffX,meanDiffY,meanDiffZ,stdDiffX,stdDiffY,stdDiffZ,HardAccel,HardBrake,LaneChanL,LaneChanR,ui8LaneHole,Q
-- BIOS V2.0 --
-- Compiled: May 30 2019 08:16:15 --
tstm,aX,aY,aZ,meanX,meanY,meanZ,stdX,stdY,stdZ,meanDiffX,meanDiffY,meanDiffZ,stdDiffX,stdDiffY,stdDiffZ,HardAccel,HardBrake,LaneChanL,LaneChanR,ui8LaneHole,Q
16514,1769,-658,8597,-1071.929,1069.829,8032.429,1603.155,723.850,1044.973,493.286,-467.571,205.430,354.412,74.479,-28.302,0,0,0,0,0,5.000
16614,-1225,1409,7498,-1065.943,1066.443,8030.029,1601.789,721.699,1046.004,59.857,-33.857,-23.999,-13.654,-21.518,10.312,0,0,0,0,0,5.000
16714,-574,659,8134,-1057.929,1054.171,8040.343,1602.827,721.219,1043.416,80.143,-122.715,103.140,10.375,-4.794,-25.885,0,0,0,0,0,5.000
16814,-969,673,8127,-1058.414,1037.429,8045.757,1602.795,716.253,1042.868,-4.857,-167.428,54.146,-0.321,-49.666,-5.480,0,0,0,0,0,5.000
16914,-867,668,8090,-1065.600,1018.129,8043.514,1600.792,707.694,1042.601,-71.857,-193.000,-22.432,-20.032,-85.584,-2.665,0,0,0,0,0,5.000
17014,-182,1914,8183,-1138.271,1045.243,8019.229,1434.973,705.135,1019.003,-726.715,271.142,-242.856,-1658.184,-25.596,-235.983,0,0,0,0,0,5.000
17114,-2456,-226,8022,-1157.514,1024.014,8024.786,1443.458,720.550,1017.942,-192.428,-212.285,55.571,84.849,154.151,-10.612,0,0,0,0,0,5.000
17214,-720,-330,8777,-1155.329,998.471,8044.214,1444.003,736.233,1019.134,21.857,-255.428,194.287,5.448,156.837,11.923,0,0,0,0,0,5.000
17314,-666,440,8803,-1150.743,981.729,8050.200,1445.040,735.417,1022.337,45.858,-167.429,59.858,10.369,-8.169,32.034,0,0,0,0,0,5.000
17414,-1158,-103,8271,-1159.929,957.600,8057.571,1443.011,742.865,1022.043,-91.858,-241.286,73.711,-20.283,74.482,-2.948,0,0,0,0,0,5.000
17514,-182,542,8320,-1158.514,942.971,8055.771,1443.921,740.820,1021.468,14.143,-146.285,-17.998,9.091,-20.451,-5.750,0,0,0,0,0,5.000
17614,-655,1091,8102,-1165.357,935.257,8067.700,1440.379,736.413,1017.053,-68.429,-77.143,119.287,-35.420,-44.064,-44.148,0,0,0,0,0,5.000
17714,-803,704,7988,-1163.300,918.686,8069.971,1440.792,728.335,1016.695,20.571,-165.714,22.710,4.133,-80.784,-3.580,0,0,0,0,0,5.000
17814,-649,698,7982,-1171.229,916.271,8067.814,1436.406,728.782,1016.719,-79.285,-24.143,-21.567,-43.856,4.474,0.241,0,0,0,0,0,5.000
17914,-63,838,7366,-1154.214,912.657,8061.243,1442.366,728.534,1019.742,170.143,-36.143,-65.718,59.601,-2.483,30.236,0,0,0,0,0,5.000
18014,-395,765,7873,-1138.486,897.529,8056.971,1444.555,720.402,1019.896,157.285,-151.286,-42.715,21.887,-81.317,1.534,0,0,0,0,0,5.000
18114,-1811,635,7869,-1181.300,883.286,8054.586,1419.218,715.580,1020.137,-428.143,-142.429,-23.853,-253.375,-48.223,2.415,0,0,0,0,0,5.000
18214,-1084,940,7039,-1201.457,872.686,8039.414,1407.625,709.137,1027.207,-201.571,-106.000,-151.719,-115.929,-64.433,70.696,0,0,0,0,0,5.000
18314,-1997,-1500,8978,-1221.257,834.943,8058.743,1408.927,762.127,1031.946,-198.000,-377.429,193.286,13.024,529.902,47.388,0,0,0,0,0,5.000
18414,779,3324,7915,-1199.571,860.400,8068.300,1427.740,813.359,1027.463,216.858,254.572,95.571,188.126,512.324,-44.832,0,0,0,0,0,5.000
18514,-133,778,7319,-1190.143,846.171,8055.657,1432.565,805.931,1031.153,94.286,-142.286,-126.426,48.250,-74.286,36.906,0,0,0,0,0,5.000
18614,-1647,422,6444,-1201.257,823.500,8038.543,1433.048,795.150,1047.686,-111.144,-226.714,-171.143,4.834,-107.805,165.327,0,0,0,0,0,5.000
18714,-2346,752,6584,-1223.357,812.329,8023.700,1438.592,790.570,1060.746,-221.000,-111.714,-148.428,55.439,-45.804,130.605,0,0,0,0,0,5.000
18814,-106,471,7450,-1212.700,803.800,8025.143,1444.056,790.986,1059.896,106.572,-85.286,14.429,54.644,4.159,-8.501,0,0,0,0,0,5.000
18914,-657,743,7650,-1203.000,794.586,8016.829,1445.475,787.877,1060.523,97.000,-92.143,-83.145,14.188,-31.084,6.270,0,0,0,0,0,5.000
19014,-563,772,8164,-1209.200,783.014,8012.914,1441.781,782.155,1059.467,-62.000,-115.714,-39.146,-36.937,-57.222,-10.566,0,0,0,0,0,5.000
19114,-1365,916,7998,-1206.286,772.386,8023.372,1441.257,775.190,1055.649,29.142,-106.285,104.575,-5.243,-69.653,-38.181,0,0,0,0,0,5.000
19214,-1167,1051,7530,-1203.471,772.086,8025.557,1441.139,775.078,1054.466,28.143,-3.000,21.855,-1.184,-1.121,-11.829,0,0,0,0,0,5.000
19314,-976,1067,7376,-1194.829,771.071,8024.586,1440.663,774.644,1055.032,86.428,-10.143,-9.712,-4.756,-4.332,5.665,0,0,0,0,0,5.000
19414,-364,781,8269,-1181.329,761.871,8051.700,1443.954,770.637,1036.411,135.000,-92.000,271.143,32.906,-40.071,-186.207,0,0,0,0,0,5.000
19514,-235,1096,8330,-1167.486,764.814,8082.271,1448.308,771.514,1012.328,138.429,29.429,305.713,43.545,8.765,-240.836,0,0,0,0,0,5.000
19614,-1531,771,8205,-1167.757,757.386,8092.329,1448.375,768.911,1009.998,-2.715,-74.285,100.571,0.664,-26.031,-23.303,0,0,0,0,0,5.000
19714,-46,582,8391,-1151.729,746.400,8104.400,1454.479,765.838,1008.444,160.287,-109.857,120.713,61.041,-30.723,-15.533,0,0,0,0,0,5.000
19814,152,-224,7670,-1135.800,722.857,8082.843,1462.541,769.966,1001.346,159.285,-235.429,-215.571,80.625,41.276,-70.981,0,0,0,0,0,5.000
19914,-1189,850,7158,-1133.829,707.014,8052.643,1462.375,755.644,996.895,19.714,-158.428,-301.997,-1.659,-143.217,-44.510,0,0,0,0,0,5.000
20014,-1129,544,7959,-1131.071,700.957,8039.157,1462.200,755.227,991.672,27.572,-60.571,-134.858,-1.757,-4.171,-52.232,0,0,0,0,0,5.000
20114,-502,307,8287,-1117.971,697.814,8036.600,1463.668,756.401,990.798,131.000,-31.429,-25.571,14.688,11.742,-8.737,0,0,0,0,0,5.000
20214,-1022,1524,7801,-1103.329,712.786,8025.614,1459.422,762.212,989.085,146.428,149.714,-109.858,-42.461,58.106,-17.132,0,0,0,0,0,5.000
20314,496,251,8654,-1058.629,706.214,8036.514,1459.804,764.179,991.742,447.001,-65.714,108.999,3.820,19.675,26.570,0,0,0,0,0,5.000
20414,-779,359,7943,-1045.000,700.043,8045.971,1457.897,765.214,987.640,136.285,-61.714,94.570,-19.076,10.342,-41.017,0,0,0,0,0,5.000
20514,-871,922,6483,-1036.914,702.529,8036.043,1457.270,765.648,999.735,80.857,24.857,-99.282,-6.270,4.342,120.951,0,0,0,0,0,5.000
20614,-808,292,7244,-1031.214,696.486,8042.186,1457.374,767.193,993.509,57.001,-60.428,61.426,1.038,15.454,-62.261,0,0,0,0,0,5.000
20714,-755,-353,7607,-1022.886,676.129,8033.229,1457.262,775.816,994.565,83.285,-203.571,-89.570,-1.111,86.232,10.560,0,0,0,0,0,5.000
20814,-29,1392,7248,-1003.429,682.571,8007.743,1461.304,779.852,991.498,194.572,64.428,-254.858,40.420,40.352,-30.671,0,0,0,0,0,5.000
20914,788,-80,9338,-975.771,667.243,8019.986,1476.548,784.133,1002.496,276.572,-153.286,122.432,152.434,42.812,109.981,0,0,0,0,0,5.000
21014,-887,44,9443,-974.729,656.171,8038.071,1476.584,787.376,1016.488,10.428,-110.714,180.854,0.364,32.437,139.917,0,0,0,0,0,5.000
21114,80,400,8161,-950.986,655.871,8036.243,1479.987,787.470,1016.150,237.429,-3.000,-18.286,34.027,0.936,-3.381,0,0,0,0,0,5.000
21214,-795,52,7689,-942.986,649.229,8033.929,1479.295,790.568,1016.754,80.000,-66.428,-23.140,-6.921,30.985,6.035,0,0,0,0,0,5.000
21314,-246,169,7304,-918.014,659.957,8031.329,1476.092,778.795,1018.383,249.714,107.286,-26.001,-32.024,-117.731,16.293,0,0,0,0,0,5.000
21414,-299,6,8116,-906.929,654.514,8044.314,1477.785,782.009,1013.573,110.857,-54.429,129.858,16.925,32.133,-48.100,0,0,0,0,0,5.000
21514,-236,-20,8164,-902.129,650.900,8052.843,1479.410,784.529,1012.031,48.000,-36.143,85.283,16.248,25.204,-15.416,0,0,0,0,0,5.000
21614,-319,-19,8411,-871.471,648.314,8049.914,1468.903,786.432,1010.693,306.572,-25.858,-29.287,-105.063,19.030,-13.381,0,0,0,0,0,5.000
21714,-327,229,8893,-867.643,633.014,8069.257,1469.968,784.019,1013.682,38.286,-153.000,193.433,10.645,-24.130,29.889,0,0,0,0,0,5.000
21814,-771,-213,8746,-875.129,611.171,8060.900,1468.121,785.984,1005.625,-74.857,-218.428,-83.574,-18.466,19.643,-80.571,0,0,0,0,0,5.000
21914,244,113,8209,-866.171,607.671,8068.486,1473.001,787.647,1004.710,89.572,-35.000,75.859,48.799,16.633,-9.147,0,0,0,0,0,5.000
22014,-1327,367,8057,-882.271,606.343,8074.571,1471.790,787.973,1003.331,-161.000,-13.286,60.854,-12.108,3.264,-13.791,0,0,0,0,0,5.000
22114,-202,-176,8152,-879.900,598.257,8079.757,1472.751,793.039,1002.780,23.714,-80.857,51.860,9.603,50.663,-5.516,0,0,0,0,0,5.000
22214,-704,561,7847,-877.886,601.357,8070.000,1472.893,792.463,1001.673,20.143,31.000,-97.573,1.426,-5.762,-11.063,0,0,0,0,0,5.000
22314,288,267,7962,-853.014,600.914,8072.929,1477.663,792.641,1001.054,248.715,-4.428,29.287,47.701,1.780,-6.196,0,0,0,0,0,5.000
22414,-272,359,8232,-702.457,545.671,7980.414,865.478,662.067,604.147,1505.571,-552.429,-925.146,-6121.854,-1305.745,-3969.061,0,0,0,0,0,5.000
22514,-381,543,8494,-640.743,519.071,8009.886,719.941,623.087,577.580,617.143,-266.000,294.717,-1455.372,-389.796,-265.679,0,0,0,0,0,5.000
22614,-900,755,7909,-629.243,527.571,8009.643,709.198,622.189,577.618,115.000,85.000,-2.427,-107.427,-8.984,0.389,0,0,0,0,0,5.000
22714,-361,258,8769,-625.871,520.114,8019.114,709.904,622.247,584.515,33.715,-74.572,94.712,7.058,0.580,68.969,0,0,0,0,0,5.000
22814,-290,724,8576,-611.243,526.571,8021.043,706.114,621.984,586.125,146.285,64.572,19.287,-37.902,-2.630,16.092,0,0,0,0,0,5.000
22914,-567,745,8047,-629.457,529.686,8014.743,688.062,622.523,583.436,-182.143,31.143,-63.003,-180.511,5.397,-26.890,0,0,0,0,0,5.000
23014,-135,408,8014,-618.743,524.029,8013.628,689.837,621.804,583.361,107.143,-56.572,-11.143,17.744,-7.195,-0.742,0,0,0,0,0,5.000
23114,-1034,379,7745,-621.200,520.586,8003.914,691.004,621.930,582.091,-24.572,-34.429,-97.144,11.674,1.263,-12.708,0,0,0,0,0,5.000
23214,-138,666,7655,-610.857,522.571,7989.386,692.739,622.169,577.911,103.429,19.857,-145.283,17.345,2.392,-41.795,0,0,0,0,0,5.000
23314,-113,587,8204,-598.529,519.986,7996.643,693.809,621.520,577.371,123.286,-25.857,72.573,10.704,-6.497,-5.404,0,0,0,0,0,5.000
23414,-1088,615,8676,-592.457,518.400,8007.300,687.612,621.134,582.901,60.714,-15.857,106.567,-61.970,-3.862,55.299,0,0,0,0,0,5.000
23514,-1123,819,8449,-633.771,539.500,8005.186,628.857,605.708,581.023,-413.143,211.000,-21.143,-587.555,-154.255,-18.774,0,0,0,0,0,5.000
23614,-402,515,8351,-622.014,526.729,8017.372,625.377,596.597,579.201,117.571,-127.714,121.860,-34.798,-91.115,-18.228,0,0,0,0,0,5.000
23714,-1472,608,8139,-634.843,526.000,8017.443,633.419,596.466,579.215,-128.286,-7.286,0.713,80.422,-1.311,0.146,0,0,0,0,0,5.000
23814,-970,740,7790,-634.857,526.957,8012.628,633.427,596.755,579.685,-0.143,9.572,-48.145,0.076,2.891,4.697,0,0,0,0,0,5.000
23914,-7,762,7628,-622.571,528.300,8006.029,637.134,597.176,581.394,122.857,13.428,-65.996,37.076,4.214,17.091,0,0,0,0,0,5.000
24014,-1413,508,7732,-640.157,508.214,7999.586,641.703,573.403,581.896,-175.858,-200.857,-64.429,45.692,-237.732,5.018,0,0,0,0,0,5.000
24114,-432,917,7776,-611.243,524.543,7996.071,603.707,568.516,582.492,289.143,163.286,-35.146,-379.965,-48.869,5.966,0,0,0,0,0,5.000
24214,490,684,7942,-593.957,539.029,7984.143,617.510,559.403,574.878,172.857,144.857,-119.282,138.035,-91.129,-76.144,0,0,0,0,0,5.000
24314,-895,569,7159,-597.229,540.871,7960.657,618.489,559.286,574.526,-32.714,18.428,-234.858,9.789,-1.168,-3.514,0,0,0,0,0,5.000
24414,-718,840,7308,-590.943,554.343,7946.900,614.984,554.955,578.447,62.857,134.714,-137.573,-35.052,-43.309,39.202,0,0,0,0,0,5.000
24514,-966,305,8024,-602.143,550.957,7942.671,614.573,555.743,576.783,-112.000,-33.857,-42.285,-4.107,7.874,-16.633,0,0,0,0,0,5.000
24614,-896,708,8664,-605.586,545.486,7950.700,615.534,552.273,582.825,-34.428,-54.714,80.288,9.608,-34.693,60.416,0,0,0,0,0,5.000
24714,-40,634,8345,-594.686,544.486,7955.800,618.689,552.049,584.688,109.000,-10.000,50.996,31.552,-2.247,18.631,0,0,0,0,0,5.000
24814,865,893,7437,-573.057,547.271,7948.014,642.421,553.307,587.907,216.286,27.857,-77.856,237.318,12.583,32.191,0,0,0,0,0,5.000
24914,-195,912,8249,-574.943,548.329,7960.628,641.114,553.932,584.748,-18.857,10.571,126.143,-13.075,6.248,-31.588,0,0,0,0,0,5.000
25014,-48,-86,7900,-569.986,536.171,7961.014,643.822,558.364,584.699,49.572,-121.571,3.857,27.079,44.321,-0.490,0,0,0,0,0,5.000
25114,-2550,978,7160,-580.543,541.071,7950.886,669.627,560.710,592.297,-105.571,49.000,-101.284,258.048,23.459,75.977,0,0,0,0,0,5.000
25214,-260,6,9590,-568.771,527.729,7987.329,667.913,562.169,613.180,117.714,-133.428,364.429,-17.134,14.591,208.831,0,0,0,0,0,5.000
25314,-823,-310,9446,-552.000,544.729,7994.014,646.227,516.752,626.355,167.714,170.000,66.855,-216.861,-454.174,131.751,0,0,0,0,0,5.000
25414,-388,690,7295,-568.671,507.100,7985.157,626.425,394.423,631.770,-166.714,-376.286,-88.569,-198.024,-1223.281,54.149,0,0,0,0,0,5.000
25514,-617,1020,6433,-575.586,510.557,7972.500,624.245,397.829,653.491,-69.142,34.571,-126.572,-21.796,34.052,217.209,0,0,0,0,0,5.000
25614,-949,854,6497,-565.614,516.729,7973.257,612.516,399.753,651.748,99.714,61.714,7.573,-117.294,19.244,-17.429,0,0,0,0,0,5.000
25714,-98,452,6433,-533.500,512.443,7971.100,576.182,398.815,656.575,321.143,-42.857,-21.572,-363.340,-9.383,48.266,0,0,0,0,0,5.000
25814,101,1139,7172,-530.543,521.986,7967.128,578.893,405.643,660.544,29.572,95.428,-39.717,27.114,68.277,39.688,0,0,0,0,0,5.000
25914,-305,1871,9549,-525.514,538.100,7994.257,579.301,435.415,685.487,50.286,161.143,271.289,4.084,297.724,249.435,0,0,0,0,0,5.000
26014,1142,1500,10772,-501.157,548.500,8031.514,612.127,449.349,760.473,243.571,104.000,372.568,328.258,139.336,749.860,0,0,0,0,0,5.000
26114,1562,1088,9855,-459.343,550.957,8058.043,650.461,451.815,790.633,418.143,24.572,265.288,383.339,24.665,301.601,0,0,0,0,0,5.000
26214,-493,-300,7768,-449.714,531.657,8061.443,644.879,458.843,788.865,96.286,-193.000,33.999,-55.819,70.280,-17.682,0,0,0,0,0,5.000
26314,-1021,1747,6831,-450.357,541.371,8053.657,645.426,476.916,798.226,-6.429,97.142,-77.856,5.465,180.734,93.604,0,0,0,0,0,5.000
26414,-788,618,7806,-456.414,539.043,8047.043,646.575,476.138,798.332,-60.571,-23.286,-66.143,11.497,-7.784,1.064,0,0,0,0,0,5.000
26514,673,647,8727,-443.443,532.629,8052.714,659.859,471.594,801.725,129.714,-64.142,56.714,132.834,-45.436,33.929,0,0,0,0,0,5.000
26614,1329,1130,7991,-402.586,537.757,8049.657,679.505,476.090,801.546,408.571,51.285,-30.571,196.460,44.950,-1.785,0,0,0,0,0,5.000
26714,-3601,1361,9897,-453.371,548.886,8071.171,776.834,485.995,830.122,-507.857,111.286,215.142,973.297,99.056,285.752,0,0,0,1,0,5.000
26814,2127,1182,10437,-425.157,568.971,8110.700,832.201,482.680,874.757,282.143,200.857,395.288,553.670,-33.147,446.353,0,0,0,0,0,5.000
26914,-2338,1058,10094,-441.571,571.943,8152.643,858.036,485.036,898.146,-164.143,29.714,419.429,258.345,23.553,233.893,0,0,0,0,0,5.000
27014,-278,877,10501,-429.414,576.700,8188.957,854.230,486.370,939.997,121.572,47.571,363.140,-38.056,13.339,418.511,0,0,0,0,0,5.000
27114,-1095,453,8751,-437.886,578.786,8195.586,857.841,485.521,942.298,-84.714,20.857,66.289,36.106,-8.488,23.011,0,0,0,0,0,5.000
27214,-1647,45,6531,-446.814,557.657,8177.443,867.077,476.016,961.747,-89.286,-211.285,-181.431,92.360,-95.049,194.482,0,0,0,0,0,5.000
27314,-1842,600,6304,-480.214,562.643,8143.872,875.109,474.604,985.254,-334.000,49.857,-335.713,80.322,-14.124,235.071,0,0,0,0,0,5.000
27414,291,727,6380,-464.929,567.900,8121.543,879.093,474.357,1007.023,152.857,52.571,-223.286,39.835,-2.468,217.697,0,0,0,0,0,5.000
27514,-1629,343,7236,-475.757,559.629,8132.300,888.644,473.157,993.392,-108.286,-82.714,107.568,95.518,-12.001,-136.310,0,0,0,0,0,5.000
27614,-1034,342,7939,-478.986,560.343,8142.229,890.255,472.790,987.923,-32.286,7.142,99.287,16.103,-3.669,-54.698,0,0,0,0,0,5.000
27714,-538,486,9503,-475.886,572.329,8169.314,889.666,459.944,998.808,31.000,119.857,270.859,-5.889,-128.459,108.856,0,0,0,0,0,5.000
27814,-727,-300,9356,-485.857,548.157,8199.429,888.512,460.692,1002.348,-99.714,-241.714,301.143,-11.537,7.479,35.403,0,0,0,0,0,5.000
27914,-1037,422,7632,-511.929,555.329,8175.057,877.458,454.726,995.082,-260.714,71.714,-243.716,-110.545,-59.655,-72.661,0,0,0,0,0,5.000
28014,176,236,7165,-496.743,558.071,8142.514,880.030,452.206,990.322,151.857,27.429,-325.430,25.721,-25.205,-47.604,0,0,0,0,0,5.000
28114,-579,566,6856,-506.157,560.443,8123.872,877.330,451.806,1002.013,-94.143,23.715,-186.426,-26.994,-4.001,116.909,0,0,0,0,0,5.000
28214,-492,1271,7519,-501.829,577.857,8121.443,876.641,455.351,1003.269,43.286,174.142,-24.287,-6.887,35.456,12.563,0,0,0,0,0,5.000
28314,-1360,394,7157,-517.743,581.071,8119.343,881.948,453.243,1005.130,-159.143,32.143,-21.001,53.069,-21.082,18.610,0,0,0,0,0,5.000
28414,798,74,8751,-502.071,582.043,8128.414,895.341,452.081,1007.921,156.714,9.714,90.713,133.923,-11.622,27.906,0,0,0,0,0,5.000
28514,-1479,755,8264,-519.829,593.114,8129.843,902.188,446.659,1008.041,-177.571,110.714,14.287,68.469,-54.223,1.202,0,0,0,0,0,5.000
28614,128,-159,10510,-513.443,591.114,8159.829,905.164,449.698,1046.446,63.857,-20.000,299.858,29.760,30.396,384.048,0,0,0,0,0,5.000
28714,-74,890,9121,-509.829,600.557,8163.086,906.405,448.935,1049.074,36.143,94.429,32.573,12.415,-7.637,26.285,0,0,0,0,0,5.000
28814,-165,703,8873,-501.171,613.643,8164.900,906.763,438.253,1050.190,86.572,130.858,18.140,3.581,-106.817,11.157,0,0,0,0,0,5.000
28914,176,828,7531,-502.143,623.857,8155.214,906.000,434.784,1052.862,-9.714,102.142,-96.855,-7.627,-34.690,26.718,0,0,0,0,0,5.000
29014,-1231,675,6503,-500.771,628.257,8133.014,904.823,433.719,1070.927,13.714,44.000,-222.002,-11.778,-10.645,180.652,0,0,0,0,0,5.000
29114,-31,466,7333,-498.329,637.429,8121.314,905.856,423.278,1075.121,24.428,91.714,-116.997,10.336,-104.416,41.943,0,0,0,0,0,5.000
29214,-970,1086,7787,-502.129,644.929,8120.457,907.268,426.496,1075.363,-38.000,75.000,-8.574,14.117,32.183,2.422,0,0,0,0,0,5.000
29314,-273,865,9440,-510.143,653.471,8141.571,902.719,424.826,1086.497,-80.143,85.428,211.143,-45.486,-16.698,111.338,0,0,0,0,0,5.000
29414,334,1044,9257,-501.486,663.257,8156.214,907.853,425.819,1094.495,86.571,97.857,146.431,51.335,9.924,79.976,0,0,0,0,0,5.000
29514,-1167,644,8548,-512.714,664.700,8156.986,911.148,425.580,1094.752,-112.286,14.429,7.715,32.951,-2.388,2.570,0,0,0,0,0,5.000
29614,79,571,7938,-498.729,662.071,8157.400,912.608,425.582,1094.663,139.857,-26.286,4.141,14.604,0.023,-0.886,0,0,0,0,0,5.000
29714,-588,436,7631,-501.971,664.614,8141.143,912.516,423.688,1093.910,-32.429,25.428,-162.568,-0.919,-18.943,-7.535,0,0,0,0,0,5.000
29814,-790,599,8056,-509.114,662.829,8133.714,912.786,423.697,1092.696,-71.429,-17.857,-74.287,2.697,0.093,-12.134,0,0,0,0,0,5.000
29914,419,790,7701,-495.029,663.471,8128.771,919.368,423.856,1093.859,140.857,6.429,-49.429,65.820,1.583,11.631,0,0,0,0,0,5.000
30014,-759,420,8583,-503.943,663.643,8136.900,918.859,423.755,1095.090,-89.143,1.714,81.284,-5.090,-1.009,12.303,0,0,0,0,0,5.000
30114,-276,592,8350,-493.114,666.686,8145.543,917.013,422.463,1094.350,108.286,30.428,86.431,-18.458,-12.921,-7.400,0,0,0,0,0,5.000
30214,-1075,330,8642,-506.500,661.886,8159.643,918.569,424.348,1094.297,-133.857,-48.000,141.001,15.561,18.851,-0.526,0,0,0,0,0,5.000
30314,-783,550,9412,-516.071,661.357,8176.900,917.910,424.464,1104.339,-95.714,-5.286,172.568,-6.597,1.160,100.424,0,0,0,0,0,5.000
30414,-264,984,9080,-504.300,666.629,8182.671,915.781,426.143,1107.982,117.714,52.715,57.715,-21.288,16.796,36.431,0,0,0,0,0,5.000
30514,-1523,819,8576,-510.014,666.629,8184.486,920.857,426.143,1108.521,-57.143,0.000,18.145,50.764,0.000,5.383,0,0,0,0,0,5.000
30614,177,679,8196,-501.743,668.971,8182.271,924.384,425.754,1108.341,82.714,23.428,-22.144,35.268,-3.895,-1.798,0,0,0,0,0,5.000
30714,-2137,725,7577,-511.243,670.643,8174.243,937.629,425.741,1110.658,-95.000,16.714,-80.288,132.449,-0.129,23.174,0,0,0,0,0,5.000
